Tenure Months,Monthly Charges,Total Charges,charge_per_tenure,num_additional_services,tenure_bucket,Contract,Churn Value
67,118.35,7804.15,1.740441176470588,6,49-72,One year,1
8,30.45,226.45,3.3833333333333333,1,0-12,Month-to-month,1
44,96.1,4364.1,2.1355555555555554,2,25-48,Month-to-month,1
24,104.25,2433.9,4.17,4,13-24,Month-to-month,1
15,80.2,1217.25,5.0125,1,13-24,Month-to-month,1
17,104.2,1743.5,5.788888888888889,4,13-24,Month-to-month,1
1,69.65,69.65,34.825,0,0-12,Month-to-month,1
9,80.8,713.1,8.08,1,0-12,Month-to-month,1
7,80.3,526.7,10.0375,1,0-12,Month-to-month,1
36,84.1,3021.6,2.2729729729729726,1,25-48,Month-to-month,1
3,69.35,191.35,17.3375,3,0-12,Month-to-month,1
34,79.6,2718.3,2.274285714285714,1,25-48,Month-to-month,1
1,36.45,36.45,18.225,1,0-12,Month-to-month,1
22,89.4,2001.5,3.8869565217391306,3,13-24,Month-to-month,1
47,80.35,3825.85,1.6739583333333332,1,25-48,Month-to-month,1
24,40.65,933.3,1.626,2,13-24,Month-to-month,1
53,60.45,3184.25,1.1194444444444445,5,49-72,One year,1
8,84.9,764.95,9.433333333333334,1,0-12,Month-to-month,1
2,73.55,145.4,24.516666666666666,1,0-12,Month-to-month,1
8,20.15,156.25,2.238888888888889,0,0-12,Month-to-month,1
48,34.7,1604.5,0.7081632653061225,2,25-48,One year,1
43,107.55,4533.9,2.444318181818182,4,25-48,One year,1
16,98.75,1587.55,5.8088235294117645,3,13-24,Month-to-month,1
8,101.15,842.9,11.238888888888889,4,0-12,Month-to-month,1
20,88.7,1761.45,4.223809523809524,2,13-24,Month-to-month,1
2,79.75,164.5,26.583333333333332,1,0-12,Month-to-month,1
27,94.55,2724.6,3.376785714285714,2,25-48,Month-to-month,1
5,69.05,318.5,11.508333333333333,0,0-12,Month-to-month,1
52,96.25,4990.25,1.8160377358490567,3,49-72,Two year,1
37,101.1,3744.05,2.6605263157894736,3,25-48,Month-to-month,1
69,104.7,7220.35,1.4957142857142858,4,49-72,One year,1
40,55.25,2139.2,1.3475609756097562,2,25-48,Month-to-month,1
6,90.1,521.3,12.87142857142857,2,0-12,Month-to-month,1
11,53.75,608.0,4.479166666666667,1,0-12,Month-to-month,1
6,89.3,577.6,12.757142857142856,2,0-12,Month-to-month,1
3,95.2,292.85,23.8,2,0-12,Month-to-month,1
5,45.7,198.0,7.616666666666667,2,0-12,Month-to-month,1
8,74.5,609.9,8.277777777777779,1,0-12,Month-to-month,1
1,79.65,79.65,39.825,1,0-12,Month-to-month,1
28,101.3,2812.2,3.493103448275862,3,25-48,Month-to-month,1
1,80.05,80.05,40.025,1,0-12,Month-to-month,1
29,89.2,2698.35,2.9733333333333336,2,25-48,Month-to-month,1
19,83.65,1465.75,4.1825,1,13-24,Month-to-month,1
6,19.5,146.3,2.7857142857142856,0,0-12,Month-to-month,1
1,51.25,51.25,25.625,1,0-12,Month-to-month,1
1,45.6,45.6,22.8,0,0-12,Month-to-month,1
6,49.65,267.35,7.0928571428571425,1,0-12,Month-to-month,1
15,20.0,288.05,1.25,0,13-24,Month-to-month,1
25,34.0,853.0,1.3076923076923077,1,25-48,Month-to-month,1
10,92.5,934.1,8.409090909090908,4,0-12,Month-to-month,1
13,88.35,1222.8,6.310714285714285,2,13-24,Month-to-month,1
49,107.95,5293.2,2.1590000000000003,5,49-72,Two year,1
1,74.45,74.45,37.225,0,0-12,Month-to-month,1
37,64.75,2345.2,1.7039473684210527,2,25-48,Month-to-month,1
26,89.8,2335.3,3.325925925925926,3,25-48,Month-to-month,1
12,95.5,1115.15,7.346153846153846,3,0-12,One year,1
10,29.65,291.4,2.6954545454545453,1,0-12,Month-to-month,1
5,84.5,453.75,14.083333333333334,2,0-12,Month-to-month,1
18,90.7,1597.25,4.773684210526316,2,13-24,Month-to-month,1
3,70.3,235.5,17.575,0,0-12,Month-to-month,1
54,103.95,5639.05,1.8900000000000001,4,49-72,One year,1
10,74.75,799.65,6.795454545454546,0,0-12,Month-to-month,1
1,50.8,50.8,25.4,1,0-12,Month-to-month,1
2,80.25,144.55,26.75,1,0-12,Month-to-month,1
32,78.9,2447.95,2.390909090909091,1,25-48,Month-to-month,1
36,84.75,3050.15,2.2905405405405403,1,25-48,Month-to-month,1
53,85.45,4517.25,1.5824074074074075,1,49-72,Month-to-month,1
1,19.9,19.9,9.95,0,0-12,Month-to-month,1
12,99.45,1200.15,7.65,3,0-12,Month-to-month,1
1,70.6,70.6,35.3,0,0-12,Month-to-month,1
5,81.0,389.6,13.5,1,0-12,Month-to-month,1
6,84.85,523.5,12.12142857142857,2,0-12,Month-to-month,1
26,89.15,2277.65,3.3018518518518523,2,25-48,Month-to-month,1
1,24.8,24.8,12.4,0,0-12,Month-to-month,1
64,105.65,6903.1,1.6253846153846154,4,49-72,One year,1
13,80.85,1008.7,5.7749999999999995,1,13-24,Month-to-month,1
9,89.45,853.1,8.945,2,0-12,Month-to-month,1
10,72.15,794.25,6.5590909090909095,2,0-12,Month-to-month,1
2,76.4,160.8,25.46666666666667,4,0-12,Month-to-month,1
20,61.6,1174.35,2.9333333333333336,1,13-24,Month-to-month,1
9,79.9,741.7,7.99,2,0-12,Month-to-month,1
32,96.15,3019.25,2.913636363636364,2,25-48,Month-to-month,1
70,65.3,4759.75,0.9197183098591549,3,49-72,Two year,1
1,19.65,19.65,9.825,0,0-12,Month-to-month,1
1,84.65,84.65,42.325,1,0-12,Month-to-month,1
1,69.55,69.55,34.775,0,0-12,Month-to-month,1
13,31.05,347.25,2.217857142857143,1,13-24,Month-to-month,1
7,51.0,354.05,6.375,1,0-12,Month-to-month,1
1,44.35,44.35,22.175,0,0-12,Month-to-month,1
7,79.7,586.05,9.9625,1,0-12,Month-to-month,1
54,55.0,3092.65,1.0,1,49-72,Month-to-month,1
5,84.85,415.55,14.141666666666666,2,0-12,Month-to-month,1
1,73.65,73.65,36.825,0,0-12,Month-to-month,1
33,73.9,2405.05,2.173529411764706,4,25-48,One year,1
55,77.75,4458.15,1.3883928571428572,1,49-72,Month-to-month,1
6,84.35,474.9,12.049999999999999,1,0-12,Month-to-month,1
8,84.95,668.4,9.43888888888889,2,0-12,Month-to-month,1
11,73.85,926.25,6.154166666666666,1,0-12,Month-to-month,1
49,51.8,2541.25,1.036,3,49-72,One year,1
1,46.0,46.0,23.0,0,0-12,Month-to-month,1
15,79.4,1156.1,4.9625,1,13-24,Month-to-month,1
16,71.8,1167.8,4.223529411764706,0,13-24,Month-to-month,1
44,88.4,3912.9,1.9644444444444447,2,25-48,One year,1
5,46.0,221.7,7.666666666666667,0,0-12,Month-to-month,1
4,51.75,201.1,10.35,0,0-12,Month-to-month,1
30,94.4,2838.7,3.045161290322581,3,25-48,Month-to-month,1
1,70.15,70.15,35.075,0,0-12,Month-to-month,1
9,34.7,296.1,3.47,1,0-12,Month-to-month,1
1,81.1,81.1,40.55,1,0-12,Month-to-month,1
1,20.55,20.55,10.275,0,0-12,Month-to-month,1
61,106.6,6428.4,1.7193548387096773,4,49-72,Two year,1
59,106.75,6252.9,1.7791666666666666,5,49-72,Month-to-month,1
3,89.45,240.45,22.3625,2,0-12,Month-to-month,1
3,97.9,315.3,24.475,4,0-12,Month-to-month,1
1,55.7,55.7,27.85,1,0-12,Month-to-month,1
13,79.8,973.45,5.7,2,13-24,Month-to-month,1
18,39.05,669.85,2.055263157894737,2,13-24,Month-to-month,1
3,83.9,267.4,20.975,2,0-12,Month-to-month,1
1,69.85,69.85,34.925,0,0-12,Month-to-month,1
1,53.55,53.55,26.775,1,0-12,Month-to-month,1
70,93.9,6579.05,1.3225352112676056,4,49-72,Two year,1
68,113.15,7856.0,1.6398550724637682,6,49-72,Two year,1
26,84.95,2169.75,3.1462962962962964,2,25-48,Month-to-month,1
11,80.5,896.9,6.708333333333333,1,0-12,Month-to-month,1
1,19.3,19.3,9.65,0,0-12,Month-to-month,1
1,49.65,49.65,24.825,1,0-12,Month-to-month,1
46,54.35,2460.15,1.1563829787234043,2,25-48,Two year,1
4,88.45,370.65,17.69,2,0-12,Month-to-month,1
22,90.5,1910.6,3.9347826086956523,2,13-24,Month-to-month,1
9,94.85,890.6,9.485,4,0-12,Month-to-month,1
7,69.95,529.5,8.74375,0,0-12,Month-to-month,1
1,48.6,48.6,24.3,1,0-12,Month-to-month,1
40,55.8,2109.35,1.3609756097560974,4,25-48,Month-to-month,1
29,80.15,2265.25,2.671666666666667,1,25-48,Month-to-month,1
3,75.5,220.6,18.875,0,0-12,Month-to-month,1
1,20.2,20.2,10.1,0,0-12,Month-to-month,1
3,74.75,229.5,18.6875,0,0-12,Month-to-month,1
23,104.05,2470.1,4.335416666666666,4,13-24,Month-to-month,1
13,96.65,1244.5,6.903571428571429,3,13-24,Month-to-month,1
1,20.05,20.05,10.025,0,0-12,Month-to-month,1
39,103.45,3994.45,2.58625,4,25-48,Month-to-month,1
1,19.9,19.9,9.95,0,0-12,Month-to-month,1
14,46.35,667.7,3.0900000000000003,2,13-24,Month-to-month,1
1,19.95,19.95,9.975,0,0-12,Month-to-month,1
1,79.6,79.6,39.8,1,0-12,Month-to-month,1
1,75.9,75.9,37.95,1,0-12,Month-to-month,1
1,76.2,76.2,38.1,1,0-12,Month-to-month,1
1,19.25,19.25,9.625,0,0-12,Month-to-month,1
42,84.3,3588.4,1.9604651162790696,2,25-48,Month-to-month,1
7,79.0,522.95,9.875,1,0-12,Month-to-month,1
1,70.25,70.25,35.125,0,0-12,Month-to-month,1
10,84.6,865.55,7.6909090909090905,2,0-12,Month-to-month,1
17,24.1,409.9,1.338888888888889,0,13-24,Month-to-month,1
1,60.0,60.0,30.0,3,0-12,Month-to-month,1
8,86.55,649.65,9.616666666666667,1,0-12,Month-to-month,1
1,20.85,20.85,10.425,0,0-12,Month-to-month,1
39,50.75,2011.4,1.26875,3,25-48,Month-to-month,1
58,105.5,6205.5,1.7881355932203389,5,49-72,One year,1
6,85.15,503.6,12.164285714285715,2,0-12,Month-to-month,1
22,54.2,1152.7,2.356521739130435,2,13-24,Month-to-month,1
70,109.5,7674.55,1.5422535211267605,5,49-72,One year,1
21,104.4,2157.95,4.745454545454546,4,13-24,Month-to-month,1
71,105.1,7548.1,1.4597222222222221,4,49-72,Month-to-month,1
1,75.7,75.7,37.85,1,0-12,Month-to-month,1
20,90.8,1951.0,4.3238095238095235,2,13-24,Month-to-month,1
4,97.95,384.5,19.59,3,0-12,Month-to-month,1
32,108.15,3432.9,3.2772727272727273,5,25-48,Month-to-month,1
6,80.5,463.05,11.5,1,0-12,Month-to-month,1
27,104.3,2867.75,3.725,4,25-48,Month-to-month,1
1,71.35,71.35,35.675,0,0-12,Month-to-month,1
13,89.4,1132.35,6.385714285714286,3,13-24,Month-to-month,1
1,20.6,20.6,10.3,0,0-12,Month-to-month,1
19,99.95,1931.75,4.9975000000000005,3,13-24,Month-to-month,1
10,81.0,818.05,7.363636363636363,1,0-12,Month-to-month,1
13,70.15,916.75,5.010714285714286,0,13-24,Month-to-month,1
1,70.15,70.15,35.075,0,0-12,Month-to-month,1
68,96.55,6581.9,1.3992753623188405,3,49-72,One year,1
39,95.55,3692.85,2.38875,4,25-48,One year,1
1,69.65,69.65,34.825,0,0-12,Month-to-month,1
1,89.3,89.3,44.65,2,0-12,Month-to-month,1
36,87.55,3078.1,2.366216216216216,3,25-48,Month-to-month,1
15,96.3,1426.75,6.01875,4,13-24,Month-to-month,1
5,85.2,474.8,14.200000000000001,1,0-12,Month-to-month,1
13,35.1,446.1,2.507142857142857,1,13-24,Month-to-month,1
5,81.3,416.3,13.549999999999999,1,0-12,Month-to-month,1
2,19.6,35.85,6.533333333333334,0,0-12,Month-to-month,1
17,85.45,1451.6,4.747222222222223,1,13-24,Month-to-month,1
1,71.0,71.0,35.5,0,0-12,Month-to-month,1
9,85.05,746.5,8.504999999999999,1,0-12,Month-to-month,1
1,44.4,44.4,22.2,0,0-12,Month-to-month,1
1,70.3,70.3,35.15,0,0-12,Month-to-month,1
1,79.35,79.35,39.675,1,0-12,Month-to-month,1
9,90.8,809.75,9.08,2,0-12,Month-to-month,1
20,70.45,1470.95,3.354761904761905,0,13-24,Month-to-month,1
70,45.25,3264.45,0.6373239436619719,2,49-72,One year,1
3,75.8,246.3,18.95,0,0-12,Month-to-month,1
20,71.3,1389.2,3.395238095238095,0,13-24,Month-to-month,1
21,69.1,1474.75,3.1409090909090907,0,13-24,Month-to-month,1
17,88.25,1460.65,4.902777777777778,2,13-24,Month-to-month,1
2,70.0,153.05,23.333333333333332,0,0-12,Month-to-month,1
21,97.35,2119.5,4.425,2,13-24,Month-to-month,1
5,25.9,135.0,4.316666666666666,0,0-12,Month-to-month,1
24,55.65,1400.55,2.226,1,13-24,Month-to-month,1
1,69.65,69.65,34.825,0,0-12,Month-to-month,1
10,100.6,1060.2,9.145454545454545,3,0-12,Month-to-month,1
1,86.0,86.0,43.0,2,0-12,Month-to-month,1
53,106.95,5785.5,1.9805555555555556,4,49-72,One year,1
3,29.6,79.45,7.4,1,0-12,Month-to-month,1
46,59.9,2816.65,1.274468085106383,5,25-48,One year,1
49,95.6,4783.5,1.912,2,49-72,Month-to-month,1
11,41.6,470.6,3.466666666666667,2,0-12,One year,1
45,100.85,4740.0,2.192391304347826,3,25-48,Month-to-month,1
37,40.2,1448.8,1.0578947368421054,3,25-48,Month-to-month,1
49,84.5,4254.85,1.69,1,49-72,Month-to-month,1
14,78.95,1101.85,5.263333333333334,1,13-24,Month-to-month,1
1,20.2,20.2,10.1,0,0-12,Month-to-month,1
47,85.2,3969.35,1.7750000000000001,2,25-48,Month-to-month,1
13,98.0,1237.85,7.0,4,13-24,Month-to-month,1
5,94.45,498.1,15.741666666666667,3,0-12,Month-to-month,1
3,105.0,294.45,26.25,4,0-12,Month-to-month,1
26,93.85,2381.55,3.475925925925926,3,25-48,Month-to-month,1
8,84.0,613.4,9.333333333333334,1,0-12,Month-to-month,1
9,48.75,442.2,4.875,3,0-12,Month-to-month,1
1,84.85,84.85,42.425,2,0-12,Month-to-month,1
12,56.65,654.85,4.357692307692307,2,0-12,Month-to-month,1
42,73.9,3160.55,1.7186046511627908,5,25-48,One year,1
33,24.5,740.3,0.7205882352941176,0,25-48,Two year,1
31,89.9,2806.9,2.809375,2,25-48,Month-to-month,1
18,78.55,1422.65,4.13421052631579,1,13-24,Month-to-month,1
42,99.45,4138.05,2.312790697674419,4,25-48,Month-to-month,1
4,25.2,102.5,5.04,0,0-12,Month-to-month,1
12,74.05,872.65,5.696153846153846,3,0-12,One year,1
15,55.0,757.1,3.4375,1,13-24,Month-to-month,1
7,89.75,608.8,11.21875,3,0-12,Month-to-month,1
14,85.15,1139.2,5.676666666666667,1,13-24,Month-to-month,1
3,94.6,279.55,23.65,2,0-12,Month-to-month,1
16,94.25,1483.25,5.544117647058823,3,13-24,Month-to-month,1
65,72.45,4653.85,1.0977272727272727,4,49-72,One year,1
42,105.2,4400.75,2.4465116279069767,4,25-48,Month-to-month,1
6,82.85,460.25,11.835714285714285,1,0-12,Month-to-month,1
53,103.85,5485.5,1.923148148148148,4,49-72,Month-to-month,1
5,83.6,404.2,13.933333333333332,2,0-12,Month-to-month,1
68,108.45,7176.55,1.5717391304347827,5,49-72,One year,1
3,91.5,242.95,22.875,2,0-12,Month-to-month,1
12,80.85,866.45,6.2192307692307685,2,0-12,Month-to-month,1
43,49.05,2076.2,1.1147727272727272,3,25-48,Month-to-month,1
68,105.3,7299.65,1.526086956521739,4,49-72,Month-to-month,1
25,88.95,2291.2,3.4211538461538464,2,25-48,Month-to-month,1
66,110.85,7491.75,1.6544776119402984,5,49-72,One year,1
70,114.2,7723.9,1.6084507042253522,6,49-72,Two year,1
27,36.5,1032.0,1.3035714285714286,1,25-48,Month-to-month,1
1,70.75,70.75,35.375,0,0-12,Month-to-month,1
3,40.15,130.75,10.0375,2,0-12,Month-to-month,1
29,94.45,2653.65,3.1483333333333334,2,25-48,Month-to-month,1
36,97.35,3457.9,2.631081081081081,3,25-48,Month-to-month,1
1,45.3,45.3,22.65,2,0-12,Month-to-month,1
2,94.95,178.1,31.650000000000002,3,0-12,Month-to-month,1
12,44.55,480.6,3.4269230769230767,0,0-12,Month-to-month,1
1,23.45,23.45,11.725,0,0-12,Month-to-month,1
1,29.7,29.7,14.85,1,0-12,Month-to-month,1
59,101.1,6039.9,1.6849999999999998,3,49-72,Month-to-month,1
3,50.65,151.3,12.6625,0,0-12,Month-to-month,1
1,55.4,55.4,27.7,1,0-12,Month-to-month,1
1,90.6,90.6,45.3,2,0-12,Month-to-month,1
2,86.85,156.35,28.95,1,0-12,Month-to-month,1
29,99.05,2952.85,3.3016666666666667,3,25-48,Month-to-month,1
52,111.25,5916.45,2.099056603773585,5,49-72,One year,1
2,55.1,113.35,18.366666666666667,2,0-12,Month-to-month,1
13,102.25,1359.0,7.303571428571429,3,13-24,Month-to-month,1
19,95.9,1777.9,4.795,3,13-24,Month-to-month,1
47,95.05,4504.55,1.9802083333333333,3,25-48,Month-to-month,1
5,53.85,259.8,8.975,2,0-12,Month-to-month,1
52,104.2,5568.35,1.9660377358490566,4,49-72,Month-to-month,1
42,50.25,2203.65,1.1686046511627908,0,25-48,Month-to-month,1
25,99.5,2369.05,3.826923076923077,4,25-48,Month-to-month,1
9,71.0,672.55,7.1,0,0-12,Month-to-month,1
16,93.2,1573.7,5.482352941176471,3,13-24,Month-to-month,1
5,19.35,126.05,3.225,0,0-12,Month-to-month,1
3,19.85,64.55,4.9625,0,0-12,Month-to-month,1
31,104.2,3243.45,3.25625,4,25-48,Month-to-month,1
1,79.25,79.25,39.625,1,0-12,Month-to-month,1
1,44.9,44.9,22.45,0,0-12,Month-to-month,1
10,70.1,659.65,6.372727272727272,0,0-12,Month-to-month,1
4,29.65,118.5,5.93,1,0-12,Month-to-month,1
43,77.85,3365.85,1.7693181818181818,1,25-48,Month-to-month,1
4,54.3,195.3,10.86,1,0-12,Month-to-month,1
11,95.15,997.65,7.929166666666667,2,0-12,Month-to-month,1
47,110.85,5275.8,2.3093749999999997,5,25-48,One year,1
1,80.5,80.5,40.25,1,0-12,Month-to-month,1
4,72.2,305.55,14.440000000000001,0,0-12,Month-to-month,1
17,51.5,900.5,2.861111111111111,1,13-24,Month-to-month,1
43,89.55,3856.75,2.0352272727272727,2,25-48,Month-to-month,1
21,77.5,1625.0,3.522727272727273,4,13-24,One year,1
42,95.25,3959.35,2.2151162790697674,3,25-48,Month-to-month,1
46,85.0,3969.4,1.8085106382978724,2,25-48,Month-to-month,1
5,85.75,470.95,14.291666666666666,2,0-12,Month-to-month,1
6,98.25,560.6,14.035714285714286,3,0-12,Month-to-month,1
1,25.7,25.7,12.85,0,0-12,Month-to-month,1
7,69.0,506.9,8.625,0,0-12,Month-to-month,1
2,46.05,80.35,15.35,0,0-12,Month-to-month,1
1,76.4,76.4,38.2,1,0-12,Month-to-month,1
5,100.5,514.0,16.75,3,0-12,Month-to-month,1
22,40.05,880.2,1.7413043478260868,2,13-24,Month-to-month,1
1,69.95,69.95,34.975,0,0-12,Month-to-month,1
1,93.3,93.3,46.65,2,0-12,Month-to-month,1
3,49.15,169.05,12.2875,1,0-12,Month-to-month,1
1,35.05,35.05,17.525,1,0-12,Month-to-month,1
1,73.0,73.0,36.5,1,0-12,Month-to-month,1
33,83.85,2716.3,2.466176470588235,2,25-48,Month-to-month,1
1,70.1,70.1,35.05,0,0-12,Month-to-month,1
2,70.65,142.35,23.55,0,0-12,Month-to-month,1
2,20.35,33.2,6.783333333333334,0,0-12,Month-to-month,1
3,99.0,287.4,24.75,4,0-12,Month-to-month,1
26,83.95,2254.2,3.109259259259259,1,25-48,Month-to-month,1
67,116.2,7752.3,1.7088235294117649,6,49-72,Two year,1
71,93.7,6585.35,1.301388888888889,2,49-72,Two year,1
1,19.7,19.7,9.85,0,0-12,Month-to-month,1
5,75.55,413.65,12.591666666666667,0,0-12,Month-to-month,1
9,77.65,714.15,7.765000000000001,1,0-12,Month-to-month,1
26,95.0,2497.2,3.5185185185185186,3,25-48,Month-to-month,1
54,105.4,5643.4,1.9163636363636365,5,49-72,One year,1
2,95.85,197.7,31.95,3,0-12,Month-to-month,1
1,79.15,79.15,39.575,1,0-12,Month-to-month,1
30,19.65,655.85,0.6338709677419354,0,25-48,Month-to-month,1
4,79.0,303.15,15.8,1,0-12,Month-to-month,1
17,91.85,1574.45,5.102777777777778,3,13-24,Month-to-month,1
60,106.0,6441.4,1.7377049180327868,4,49-72,One year,1
1,49.9,49.9,24.95,1,0-12,Month-to-month,1
13,100.35,1358.85,7.167857142857143,3,13-24,Month-to-month,1
38,74.95,2869.85,1.9217948717948719,0,25-48,Month-to-month,1
1,49.25,49.25,24.625,1,0-12,Month-to-month,1
50,103.7,5071.05,2.033333333333333,4,49-72,Month-to-month,1
65,89.75,5769.6,1.3598484848484849,3,49-72,One year,1
1,20.3,20.3,10.15,0,0-12,Month-to-month,1
7,101.95,700.85,12.74375,3,0-12,Month-to-month,1
2,94.0,181.7,31.333333333333332,2,0-12,Month-to-month,1
45,89.3,4016.85,1.941304347826087,2,25-48,Month-to-month,1
1,74.3,74.3,37.15,1,0-12,Month-to-month,1
1,44.65,44.65,22.325,3,0-12,Month-to-month,1
13,84.05,1095.3,6.003571428571428,2,13-24,Month-to-month,1
10,80.7,788.8,7.336363636363637,1,0-12,Month-to-month,1
4,101.7,364.55,20.34,3,0-12,Month-to-month,1
1,20.4,20.4,10.2,0,0-12,Month-to-month,1
41,102.6,4213.35,2.4428571428571426,4,25-48,One year,1
71,106.0,7723.7,1.4722222222222223,4,49-72,Two year,1
3,55.1,154.65,13.775,2,0-12,Month-to-month,1
69,106.5,7348.8,1.5214285714285714,4,49-72,Two year,1
32,91.05,2954.5,2.759090909090909,2,25-48,Month-to-month,1
51,77.5,3807.35,1.4903846153846154,1,49-72,Month-to-month,1
72,54.2,3937.45,0.7424657534246576,4,49-72,Two year,1
6,69.25,418.4,9.892857142857142,0,0-12,Month-to-month,1
1,50.5,50.5,25.25,1,0-12,Month-to-month,1
1,74.4,74.4,37.2,0,0-12,Month-to-month,1
31,79.45,2587.7,2.4828125,4,25-48,One year,1
58,104.65,6219.6,1.773728813559322,4,49-72,One year,1
47,100.05,4871.05,2.084375,3,25-48,Month-to-month,1
44,100.55,4398.15,2.2344444444444442,4,25-48,Month-to-month,1
2,95.65,167.3,31.883333333333336,3,0-12,Month-to-month,1
1,94.4,94.4,47.2,3,0-12,Month-to-month,1
1,55.0,55.0,27.5,1,0-12,Month-to-month,1
1,101.45,101.45,50.725,3,0-12,Month-to-month,1
5,67.95,350.3,11.325000000000001,3,0-12,Month-to-month,1
1,69.5,69.5,34.75,0,0-12,Month-to-month,1
1,18.85,18.85,9.425,0,0-12,Month-to-month,1
1,69.2,69.2,34.6,0,0-12,Month-to-month,1
1,69.65,69.65,34.825,0,0-12,Month-to-month,1
40,101.85,4086.3,2.4841463414634144,3,25-48,Month-to-month,1
1,82.3,82.3,41.15,2,0-12,Month-to-month,1
3,79.25,267.6,19.8125,1,0-12,Month-to-month,1
13,84.6,1115.2,6.042857142857143,1,13-24,Month-to-month,1
58,93.4,5435.6,1.5830508474576273,3,49-72,Month-to-month,1
42,94.2,4186.3,2.1906976744186046,2,25-48,Month-to-month,1
1,25.05,25.05,12.525,0,0-12,Month-to-month,1
29,25.1,712.85,0.8366666666666667,0,25-48,Month-to-month,1
1,48.95,48.95,24.475,1,0-12,Month-to-month,1
1,45.3,45.3,22.65,0,0-12,Month-to-month,1
2,85.85,167.3,28.616666666666664,2,0-12,Month-to-month,1
10,95.2,930.4,8.654545454545454,2,0-12,Month-to-month,1
49,100.6,5069.65,2.012,3,49-72,One year,1
6,55.3,324.25,7.8999999999999995,2,0-12,Month-to-month,1
2,74.85,156.4,24.95,0,0-12,Month-to-month,1
35,102.35,3626.1,2.8430555555555554,4,25-48,One year,1
70,115.65,7968.85,1.6288732394366199,6,49-72,One year,1
2,79.85,152.45,26.616666666666664,2,0-12,Month-to-month,1
15,76.0,1130.85,4.75,0,13-24,Month-to-month,1
42,104.75,4323.45,2.436046511627907,4,25-48,Month-to-month,1
9,74.65,703.55,7.465000000000001,4,0-12,Month-to-month,1
1,56.25,56.25,28.125,1,0-12,Month-to-month,1
21,106.1,2249.95,4.822727272727272,4,13-24,Month-to-month,1
2,79.75,159.4,26.583333333333332,1,0-12,Month-to-month,1
1,68.65,68.65,34.325,0,0-12,Month-to-month,1
16,20.25,327.45,1.1911764705882353,0,13-24,Month-to-month,1
14,100.2,1369.8,6.680000000000001,3,13-24,Month-to-month,1
15,74.9,1107.25,4.68125,0,13-24,Month-to-month,1
1,70.85,70.85,35.425,0,0-12,Month-to-month,1
2,69.8,134.7,23.266666666666666,0,0-12,Month-to-month,1
55,54.55,2978.3,0.9741071428571428,4,49-72,Month-to-month,1
7,70.75,450.8,8.84375,3,0-12,Month-to-month,1
13,94.1,1215.6,6.721428571428571,3,13-24,Month-to-month,1
3,29.7,91.7,7.425,1,0-12,Month-to-month,1
66,110.9,7432.05,1.655223880597015,5,49-72,One year,1
38,105.0,4026.4,2.6923076923076925,4,25-48,Month-to-month,1
1,25.3,25.3,12.65,0,0-12,Month-to-month,1
22,55.15,1193.05,2.3978260869565218,2,13-24,One year,1
1,20.1,20.1,10.05,0,0-12,Month-to-month,1
1,69.9,69.9,34.95,0,0-12,Month-to-month,1
43,101.4,4528.0,2.3045454545454547,3,25-48,Month-to-month,1
1,80.8,80.8,40.4,1,0-12,Month-to-month,1
2,62.05,118.3,20.683333333333334,1,0-12,Month-to-month,1
1,76.45,76.45,38.225,0,0-12,Month-to-month,1
12,91.3,1094.5,7.023076923076923,2,0-12,Month-to-month,1
6,95.75,573.75,13.678571428571429,3,0-12,Month-to-month,1
34,62.65,2274.9,1.79,3,25-48,Month-to-month,1
1,74.5,74.5,37.25,0,0-12,Month-to-month,1
10,102.1,1068.85,9.281818181818181,4,0-12,Month-to-month,1
16,50.15,762.25,2.9499999999999997,1,13-24,Month-to-month,1
7,86.5,582.5,10.8125,1,0-12,Month-to-month,1
27,81.45,2122.05,2.9089285714285715,1,25-48,Month-to-month,1
1,69.15,69.15,34.575,0,0-12,Month-to-month,1
9,79.55,723.4,7.955,1,0-12,Month-to-month,1
48,95.5,4627.85,1.9489795918367347,4,25-48,Two year,1
3,91.05,289.1,22.7625,2,0-12,Month-to-month,1
2,79.2,172.85,26.400000000000002,1,0-12,Month-to-month,1
2,45.25,85.5,15.083333333333334,2,0-12,Month-to-month,1
14,74.3,1096.25,4.953333333333333,0,13-24,Month-to-month,1
3,74.1,228.0,18.525,0,0-12,Month-to-month,1
57,100.6,5746.15,1.7344827586206895,3,49-72,Month-to-month,1
3,75.0,209.1,18.75,0,0-12,Month-to-month,1
64,70.2,4481.0,1.08,4,49-72,Two year,1
2,70.75,154.85,23.583333333333332,0,0-12,Month-to-month,1
12,50.25,593.75,3.8653846153846154,1,0-12,Month-to-month,1
40,79.2,3233.85,1.931707317073171,2,25-48,Month-to-month,1
12,96.0,1062.1,7.384615384615385,3,0-12,Month-to-month,1
54,100.1,5440.9,1.8199999999999998,3,49-72,Month-to-month,1
4,56.5,235.1,11.3,2,0-12,Month-to-month,1
1,85.0,85.0,42.5,2,0-12,Month-to-month,1
51,59.3,3014.65,1.1403846153846153,5,49-72,One year,1
4,49.4,184.4,9.879999999999999,1,0-12,Month-to-month,1
35,55.0,2010.55,1.5277777777777777,1,25-48,Month-to-month,1
1,69.2,69.2,34.6,0,0-12,Month-to-month,1
38,62.3,2354.8,1.5974358974358973,3,25-48,One year,1
37,92.5,3473.4,2.4342105263157894,2,25-48,Month-to-month,1
